"","sp","long","lat","continent","year"
"413","Iris oratoria",5.02967,43.695281,"EUROPE",2023
"414","Iris oratoria",25.125772,37.045869,"EUROPE",2023
"415","Iris oratoria",5.675053,43.692517,"EUROPE",2023
"416","Iris oratoria",-1.5681,37.855364,"EUROPE",2007
"417","Iris oratoria",4.76595,44.17771,"EUROPE",2022
"418","Iris oratoria",-2.123714,38.193645,"EUROPE",2023
"419","Iris oratoria",4.495667,44.032575,"EUROPE",2023
"420","Iris oratoria",8.494086,39.136335,"EUROPE",2023
"421","Iris oratoria",-1.357313,39.481138,"EUROPE",2023
"422","Iris oratoria",-7.016196,40.042811,"EUROPE",2023
"423","Iris oratoria",-4.385458,40.401567,"EUROPE",2021
"424","Iris oratoria",-6.276731,39.433466,"EUROPE",2023
"425","Iris oratoria",-3.424505,40.530942,"EUROPE",2015
"426","Iris oratoria",-7.05649,41.000423,"EUROPE",2023
"427","Iris oratoria",-2.796375,36.756232,"EUROPE",2015
"428","Iris oratoria",5.273235,43.737803,"EUROPE",2023
"429","Iris oratoria",5.539977,43.364795,"EUROPE",2023
"430","Iris oratoria",12.638517,41.502788,"EUROPE",2023
"431","Iris oratoria",21.870769,41.507797,"EUROPE",2023
"432","Iris oratoria",14.042625,37.46778,"EUROPE",2023
"433","Iris oratoria",-8.524587,39.518153,"EUROPE",2023
"434","Iris oratoria",-8.125992,39.5289,"EUROPE",2023
"435","Iris oratoria",-7.598533,41.248525,"EUROPE",2023
"436","Iris oratoria",7.042312,43.661946,"EUROPE",2021
"437","Iris oratoria",-8.548363,37.636139,"EUROPE",2023
"438","Iris oratoria",3.158052,43.378264,"EUROPE",2023
"439","Iris oratoria",3.971285,43.936909,"EUROPE",2023
"440","Iris oratoria",-5.700124,36.140874,"EUROPE",2023
